0.869603,81.688652,245.617213,SE,3.583729,5.867044,0.372719,0.324896,0.040514,0.074694,0.634658,0.074189,81.612776,0.108575,0.007772,benign
0.894741,81.67563,245.629988,SE,3.168861,5.827351,0.363114,0.329508,0.040617,0.074487,0.647027,0.07264,81.634204,0.109232,0.004875,benign
0.901884,81.643977,245.623969,SE,3.850925,5.781946,0.373,0.326131,0.040426,0.074476,0.630569,0.059891,81.71305,0.109383,0.004791,benign
0.512358,65.831187,211.413003,NW,2.704913,8.665744,0.485223,0.046654,0.02503,0.035456,0.084089,0.293929,59.439105,0.037352,0.115132,benign
0.512671,65.924544,211.545266,NW,2.518671,8.565806,0.454409,0.047382,0.024492,0.033281,0.076881,0.295057,59.398161,0.042003,0.112967,benign
0.512593,65.937962,211.512528,NW,2.750127,8.354511,0.480721,0.046813,0.024859,0.032568,0.076192,0.289721,59.304513,0.036871,0.111805,benign
0.194138,81.632128,54.910804,NW,5.763207,3.279656,0.242872,0.219139,0.091982,0.036622,0.435673,1.176628,26.77142,0.222325,0.056079,benign
0.172245,82.123668,54.057912,NW,5.724729,3.747076,0.206745,0.258233,0.107691,0.064724,0.444588,0.858132,26.749705,0.196944,0.054556,benign
0.193467,80.537665,53.804422,NW,5.917976,3.632244,0.259873,0.254562,0.095213,0.035534,0.3915,1.019149,26.01137,0.212068,0.077339,benign
0.012448,84.68721,29.425553,NE,4.491149,2.980071,0.202309,0.270729,0.045228,0.13304,0.351304,0.43405,31.569033,0.260122,0.016141,benign
0.097687,84.600693,29.25655,NE,4.326853,2.999247,0.182399,0.289306,0.048337,0.116534,0.380103,0.448433,31.361851,0.258849,0.019322,benign
0.009698,84.596622,29.230288,NE,4.265897,3.009995,0.217229,0.251534,0.045094,0.109855,0.386621,0.54336,31.661848,0.249836,0.019598,benign
0.519954,63.143964,128.486122,NW,2.4649,4.1436,0.085395,0.237991,0.054452,0.014859,0.543052,0.253281,27.818124,0.300303,0.129023,benign
0.515218,62.066895,128.627531,NW,2.429589,2.86305,0.328219,0.220533,0.045133,0.020867,0.536748,0.315851,27.872436,0.290072,0.06245,benign
0.470792,62.520541,128.828614,NW,1.962585,5.224658,0.507037,0.102196,0.045334,0.011996,0.45581,0.374601,26.39875,0.254717,0.142373,benign
0.462381,72.256638,161.353046,NW,7.248769,3.5002,0.499202,0.550145,0.126567,0.229677,0.503752,0.294975,16.396597,0.055074,0.028429,benign
0.451539,72.377417,161.563084,NW,7.100167,3.390909,0.50393,0.516365,0.130517,0.221698,0.538773,0.267119,16.296278,0.058822,0.023548,benign
